Ref,id,Gender,Satisfied,Age,Age Band,Type of Travel,Class,Flight Distance,Destination,Continent,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
96361,73963,Female,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,2,4,2,2,2,4,2,4,2,3,5,2,5,2,83,86
96362,86786,Female,Y,55,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,2,5,4,5,5,5,5,3,5,3,0,0
96363,24110,Female,N,20,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,3,5,2,5,5,4,2,3,1,3,5,4,35
96364,110023,Male,Y,50,45 to 54,Personal Travel,Eco,4760,India,Asia,3,5,3,5,5,3,5,5,3,3,4,3,5,5,100,96
96365,44841,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,3,3,2,3,3,3,1,4,2,3,3,9,12
96366,40595,Female,Y,38,35 to 44,Business travel,Eco,4760,India,Asia,2,4,4,4,2,1,2,2,3,2,4,4,4,2,26,19
96367,53430,Female,Y,38,35 to 44,Business travel,Business,4760,India,Asia,2,2,2,2,5,4,3,4,4,5,4,1,4,2,4,13
96368,85363,Male,Y,41,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,1,5,1,1,5,1,5,5,5,2,5,3,5,5,0,0
96369,50897,Female,Y,47,45 to 54,Personal Travel,Eco,1070,Lithuania,Europe,1,1,1,3,3,3,3,5,5,1,1,2,5,2,0,0
96370,62061,Male,N,50,45 to 54,Personal Travel,Eco,4760,India,Asia,1,5,1,3,4,1,4,4,4,5,4,5,4,4,0,0
96371,39376,Female,Y,26,25 to 34,Business travel,Business,4760,India,Asia,1,1,1,1,3,3,3,3,3,5,2,3,5,3,0,0
96372,111599,Male,Y,33,25 to 34,Business travel,Eco Plus,4760,India,Asia,1,1,1,1,1,1,1,1,3,2,4,1,3,1,0,0
96373,10504,Male,Y,54,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,5,4,4,5,5,5,4,3,5,5,0,0
96374,56976,Female,Y,56,55 to 64,Personal Travel,Eco,4760,India,Asia,3,4,3,3,3,1,5,2,5,4,1,5,3,5,17,25
96375,49910,Male,Y,23,18 to 24,Business travel,Business,4760,India,Asia,0,5,0,4,5,2,2,5,1,3,3,1,4,5,0,2
96376,57741,Male,N,25,25 to 34,Business travel,Eco,4760,India,Asia,5,5,5,1,5,5,5,5,2,4,5,5,4,5,0,20
96377,114238,Female,N,24,18 to 24,Business travel,Eco,4760,India,Asia,0,0,0,3,5,0,5,5,3,3,4,5,5,5,0,0
96378,110289,Female,Y,52,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,4,5,4,4,4,4,4,3,4,3,54,44
96379,6585,Female,Y,68,65 or over,Personal Travel,Eco,4760,India,Asia,5,3,1,5,1,2,5,2,2,1,2,2,2,1,2,22
96380,12938,Male,Y,57,55 to 64,Personal Travel,Eco,4760,India,Asia,1,4,1,3,3,1,3,3,5,4,4,4,4,3,0,7
96381,36643,Male,Y,14,Under 18,Personal Travel,Eco,4760,India,Asia,3,5,3,2,5,3,5,5,4,2,4,5,4,5,8,17
96382,75844,Female,N,39,35 to 44,Business travel,Business,4760,India,Asia,0,1,1,3,4,1,4,4,3,2,3,3,4,4,24,0
96383,6515,Male,Y,72,65 or over,Business travel,Business,3140,Iran,Asia,1,1,1,1,1,2,0,1,1,1,1,2,1,4,39,28
96384,129100,Female,Y,57,55 to 64,Personal Travel,Eco,4760,India,Asia,2,2,2,4,2,1,5,2,1,4,4,5,1,5,0,0
96385,82539,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,4,5,5,5,5,5,4,5,3,0,0
96386,96978,Female,Y,50,45 to 54,Business travel,Business,4760,India,Asia,1,1,4,1,2,5,5,5,5,5,5,5,5,5,21,18
96387,87320,Female,Y,56,55 to 64,Business travel,Eco Plus,1620,Greece,Europe,3,5,5,5,1,3,4,3,3,3,3,1,3,3,0,0
96388,41069,Male,N,43,35 to 44,Business travel,Eco,4760,India,Asia,4,3,4,3,1,4,4,1,5,4,1,2,5,1,13,16
96389,43293,Female,Y,59,55 to 64,Business travel,Eco,4760,India,Asia,5,4,4,4,2,2,5,4,4,5,4,5,4,5,66,63
96390,8176,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,1,3,3,3,3,2,3,1,1,1,1,2,1,1,0,0
96391,119336,Male,Y,48,45 to 54,Personal Travel,Eco,4760,India,Asia,1,0,1,3,4,1,4,4,4,2,5,3,5,4,0,0
96392,85359,Male,Y,52,45 to 54,Personal Travel,Eco Plus,4760,India,Asia,5,4,5,2,2,5,2,2,3,4,4,4,4,2,0,1
96393,23062,Male,Y,43,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,2,5,2,5,5,5,5,3,5,3,0,0
96394,29016,Female,N,39,35 to 44,Business travel,Eco,4760,India,Asia,4,0,4,1,2,4,1,2,3,4,3,1,1,2,0,0
96395,67832,Female,N,29,25 to 34,Business travel,Eco,4760,India,Asia,2,1,1,1,3,1,3,3,4,2,2,1,2,3,0,0
96396,6223,Male,N,23,18 to 24,Business travel,Business,4760,India,Asia,0,5,4,5,2,4,2,2,3,5,5,5,5,2,0,100
96397,61923,Male,Y,28,25 to 34,Personal Travel,Eco,4760,India,Asia,4,0,4,4,3,4,3,3,1,4,2,3,4,3,0,0
96398,115682,Male,Y,55,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,4,4,4,4,4,3,4,3,13,4
96399,85350,Male,Y,20,18 to 24,Business travel,Eco Plus,4760,India,Asia,2,3,5,3,2,2,1,2,3,4,3,3,4,2,86,65
96400,90223,Female,N,47,45 to 54,Business travel,Business,1085,Estonia,Europe,0,2,2,1,2,1,2,2,3,2,4,4,5,2,0,0
96401,124232,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,5,5,3,5,3,4,5,4,4,5,4,5,4,3,0,0
96402,46882,Female,N,25,25 to 34,Business travel,Eco,4760,India,Asia,3,3,3,4,5,3,2,5,3,1,3,4,3,5,22,20
96403,65102,Female,Y,54,45 to 54,Personal Travel,Eco,4760,India,Asia,1,4,1,1,2,3,1,3,3,1,5,3,3,2,10,0
96404,75564,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,5,3,3,3,3,3,3,4,3,3,32,21
96405,11201,Female,Y,23,18 to 24,Personal Travel,Eco,430,Jersey,Europe,3,0,3,4,5,3,5,5,5,2,5,4,5,5,34,36
96406,21265,Female,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,4,1,4,3,1,3,3,5,3,4,5,5,3,0,0
96407,89322,Male,N,23,18 to 24,Business travel,Eco,4760,India,Asia,4,4,4,3,2,4,2,2,4,4,3,5,4,2,32,38
96408,88912,Male,Y,57,55 to 64,Personal Travel,Eco,4760,India,Asia,4,4,4,1,3,4,3,3,4,3,5,4,5,3,0,0
96409,44637,Female,Y,33,25 to 34,Business travel,Eco,1620,Greece,Europe,5,4,4,4,5,5,5,5,4,4,1,4,4,5,25,41
96410,105718,Female,Y,33,25 to 34,Business travel,Business,4760,India,Asia,3,4,4,4,3,3,3,4,1,3,2,3,2,3,181,169
96411,77498,Female,Y,45,45 to 54,Personal Travel,Eco,4760,India,Asia,2,2,2,4,4,4,4,2,2,2,5,1,2,4,0,6
96412,4985,Female,Y,58,55 to 64,Business travel,Business,4760,India,Asia,1,1,2,1,4,5,4,4,4,4,4,4,4,3,0,0
96413,51072,Female,Y,39,35 to 44,Personal Travel,Eco,1180,Italy,Europe,0,5,0,1,2,0,2,2,3,3,5,4,4,2,0,0
96414,73138,Female,Y,25,25 to 34,Personal Travel,Eco,1070,Lithuania,Europe,4,1,4,3,3,4,3,3,4,4,4,4,4,3,0,0
96415,68703,Male,Y,34,25 to 34,Personal Travel,Eco,235,Republic of Ireland,Europe,1,3,0,2,1,0,1,1,2,4,4,5,3,1,0,0
96416,96706,Female,Y,13,Under 18,Business travel,Business,4760,India,Asia,2,1,1,1,2,2,2,2,1,2,3,1,3,2,22,30
96417,10494,Female,Y,45,45 to 54,Business travel,Business,2230,Cyprus,Europe,2,5,5,5,1,3,3,2,2,2,2,3,2,2,0,0
96418,125280,Male,Y,52,45 to 54,Business travel,Business,680,France,Europe,2,2,2,2,2,4,4,5,5,5,5,5,5,4,0,0
96419,68461,Female,Y,55,55 to 64,Business travel,Business,4760,India,Asia,5,5,3,5,4,5,4,5,5,5,5,4,5,4,0,10
96420,110277,Female,Y,69,65 or over,Personal Travel,Business,4760,India,Asia,2,2,2,4,2,5,0,3,2,3,3,5,4,5,156,152
96421,99917,Female,Y,46,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0
96422,43007,Female,Y,52,45 to 54,Business travel,Business,235,Republic of Ireland,Europe,0,0,0,3,4,5,3,5,5,1,1,4,5,1,6,7
96423,30249,Female,Y,52,45 to 54,Business travel,Business,5715,Japan,Asia,2,2,5,2,5,5,4,5,5,5,5,3,5,4,0,1
96424,119630,Female,Y,66,65 or over,Personal Travel,Business,4760,India,Asia,4,5,4,3,1,4,0,5,5,4,5,4,5,3,0,0
96425,129232,Female,Y,57,55 to 64,Business travel,Business,4760,India,Asia,1,1,1,1,2,5,4,2,2,2,2,3,2,3,66,65
96426,79041,Male,N,24,18 to 24,Business travel,Business,4760,India,Asia,0,4,5,1,1,5,1,1,5,4,4,4,5,1,0,0
96427,84524,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,4,4,4,4,4,5,4,5,0,0
96428,18149,Female,Y,39,35 to 44,Business travel,Eco,4760,India,Asia,3,1,5,1,3,3,3,3,4,3,2,1,3,3,0,0
96429,91173,Male,Y,65,65 or over,Personal Travel,Eco,4760,India,Asia,1,4,1,5,2,1,2,2,4,4,4,3,5,2,0,0
96430,87730,Male,Y,10,Under 18,Personal Travel,Business,4250,Dominican Republic,North America,4,2,5,4,5,3,3,2,3,4,4,3,3,3,6,2
96431,99592,Male,Y,66,65 or over,Personal Travel,Eco,5715,Japan,Asia,2,5,2,3,3,2,3,3,4,4,4,3,5,3,12,27
96432,37332,Female,Y,53,45 to 54,Business travel,Eco,4760,India,Asia,5,5,5,5,1,3,3,5,5,5,5,3,5,5,0,0
96433,75337,Male,Y,43,35 to 44,Business travel,Business,4760,India,Asia,3,3,3,3,3,3,2,2,2,2,2,5,2,5,1,2
96434,2603,Male,Y,43,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,2,3,3,2,3,3,5,3,5,3,4,3,0,6
96435,76109,Female,Y,39,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,2,5,1,2,1,1,1,1,4,2,5,5,5,1,41,39
96436,26321,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,2,4,4,4,2,4,3,2,2,3,2,1,2,2,67,70
96437,78956,Female,Y,31,25 to 34,Business travel,Business,4760,India,Asia,3,4,3,3,5,5,5,5,5,5,4,4,4,5,2,12
96438,50922,Female,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,3,4,3,3,4,4,3,1,1,3,1,1,1,3,0,0
96439,65277,Female,Y,44,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,4,2,4,4,3,3,3,1,1,4,4,3,1,1,0,0
96440,71409,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,2,2,5,5,5,5,3,5,3,21,14
96441,87775,Male,Y,58,55 to 64,Business travel,Business,4760,India,Asia,0,5,0,4,2,4,4,4,4,4,4,3,4,5,0,0
96442,89253,Female,Y,41,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,5,4,4,4,4,5,4,5,4,17
96443,50333,Female,Y,51,45 to 54,Business travel,Business,4760,India,Asia,3,3,1,3,4,4,2,3,3,4,5,5,3,1,12,5
96444,69546,Female,N,25,25 to 34,Business travel,Business,4760,India,Asia,0,4,2,3,2,3,3,5,3,4,5,3,5,3,0,28
96445,30776,Male,N,24,18 to 24,Business travel,Eco,5715,Japan,Asia,2,2,2,1,2,3,3,2,2,1,3,3,3,3,131,135
96446,121126,Male,N,43,35 to 44,Business travel,Eco,1125,Portugal,Europe,3,3,3,3,3,2,2,2,5,4,4,2,1,2,8,0
96447,115875,Male,Y,40,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,3,1,1,5,5,5,5,1,5,5,0,0
96448,78640,Female,Y,56,55 to 64,Business travel,Business,4760,India,Asia,4,4,4,4,3,4,5,4,4,5,4,5,4,5,0,0
96449,29719,Male,Y,55,55 to 64,Business travel,Business,5940,Hong Kong,Asia,3,3,3,3,4,4,4,3,2,5,5,4,4,4,0,0
96450,4,Male,Y,50,45 to 54,Business travel,Business,1905,United Kingdom,Europe,2,2,2,2,4,4,5,5,5,5,5,3,5,4,0,0
96451,63719,Female,N,26,25 to 34,Business travel,Business,4760,India,Asia,0,4,4,1,3,4,3,3,5,4,5,5,5,3,0,0
96452,13517,Male,N,40,35 to 44,Business travel,Eco,1180,Italy,Europe,5,0,5,4,2,5,2,2,4,5,3,3,4,2,0,0
96453,72491,Male,Y,33,25 to 34,Business travel,Business,4760,India,Asia,2,3,3,3,2,2,2,2,2,4,3,4,3,2,10,0
96454,20854,Female,Y,60,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,3,3,5,4,4,4,2,4,5,4,5,0,0
96455,94336,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,0,4,0,3,3,4,4,2,2,2,2,4,2,4,5,3
96456,27889,Male,N,35,35 to 44,Business travel,Eco,4760,India,Asia,1,1,1,5,1,2,2,3,1,3,2,2,4,2,0,0
96457,95270,Female,Y,24,18 to 24,Personal Travel,Eco,4760,India,Asia,3,5,3,4,1,3,1,1,5,5,4,4,5,1,20,8
96458,119685,Female,Y,52,45 to 54,Personal Travel,Business,4760,India,Asia,1,1,1,3,4,3,4,1,1,1,1,3,1,2,0,17
96459,62370,Male,Y,29,25 to 34,Business travel,Business,4760,India,Asia,5,5,5,5,5,5,5,5,4,2,4,5,5,5,0,0
96460,42469,Female,N,42,35 to 44,Business travel,Eco,4760,India,Asia,3,0,3,2,2,3,2,2,4,5,3,2,1,2,62,102
96461,82846,Female,Y,52,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,5,4,5,4,4,4,4,5,4,3,3,0
96462,100950,Male,Y,14,Under 18,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,5,5,5,5,5,4,4,5,0,1
96463,3890,Female,Y,72,65 or over,Business travel,Business,4760,India,Asia,1,5,5,5,5,4,0,2,2,2,1,1,2,1,0,0
96464,100514,Female,Y,34,25 to 34,Business travel,Business,4760,India,Asia,4,2,2,2,1,3,3,4,4,4,4,4,4,3,83,81
96465,126371,Female,Y,70,65 or over,Personal Travel,Eco,4760,India,Asia,2,5,2,3,4,2,5,2,2,2,2,1,2,3,0,0
96466,12912,Male,N,20,18 to 24,Business travel,Eco,4760,India,Asia,3,3,3,3,1,3,1,1,4,2,2,1,2,1,59,60
96467,49013,Male,Y,31,25 to 34,Business travel,Business,2925,Kazakhstan,Asia,5,5,5,5,5,5,4,5,5,2,4,4,2,5,0,0
96468,21266,Female,Y,49,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,4,4,4,4,4,3,0,0
96469,122422,Male,Y,31,25 to 34,Business travel,Business,4760,India,Asia,2,5,5,5,2,2,2,2,3,5,4,4,3,2,2,8
96470,22471,Male,Y,17,Under 18,Personal Travel,Eco,1125,Portugal,Europe,2,5,0,3,1,0,5,1,2,2,5,2,3,1,0,0
96471,41321,Female,Y,43,35 to 44,Personal Travel,Eco,4760,India,Asia,3,5,3,3,2,4,5,4,4,3,4,3,4,3,0,0
96472,10946,Female,Y,17,Under 18,Business travel,Business,4760,India,Asia,3,5,5,5,3,2,3,3,1,1,3,4,2,3,14,7
96473,127801,Male,Y,46,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,3,4,5,5,5,5,5,4,5,4,3,0
96474,12066,Male,Y,47,45 to 54,Personal Travel,Eco,4760,India,Asia,2,4,2,1,1,2,1,1,4,5,5,5,5,1,0,0
96475,88505,Female,Y,43,35 to 44,Business travel,Business,3610,United Kingdom,Europe,3,3,3,3,5,2,3,4,4,4,4,2,4,3,0,0
96476,104720,Male,Y,57,55 to 64,Business travel,Business,4760,India,Asia,2,2,2,2,4,5,4,5,5,5,5,5,5,5,6,0
96477,21053,Male,N,54,45 to 54,Business travel,Eco,3860,Pakistan,Asia,1,4,1,2,5,1,5,5,2,3,1,1,3,5,0,0
96478,35349,Female,Y,43,35 to 44,Business travel,Eco,1070,Lithuania,Europe,5,2,2,2,2,1,3,5,5,5,5,5,5,2,5,0
96479,103105,Female,Y,69,65 or over,Personal Travel,Eco,4760,India,Asia,3,5,2,2,5,5,5,5,5,2,5,3,5,5,10,2
96480,65968,Female,Y,29,25 to 34,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,5,5,3,2,4,5,4,5,43,4
96481,21379,Male,Y,36,35 to 44,Business travel,Eco,4760,India,Asia,2,1,5,1,2,2,2,2,4,4,4,2,4,2,26,8
96482,118336,Male,Y,46,45 to 54,Business travel,Eco,4760,India,Asia,2,5,5,5,2,2,2,2,2,5,3,2,4,2,0,0
96483,31937,Male,Y,57,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,5
96484,22626,Male,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,4,5,3,2,5,3,5,5,5,5,1,3,2,5,0,0
96485,44708,Male,Y,7,Under 18,Personal Travel,Eco,420,Netherlands,Europe,2,5,2,4,5,2,5,5,4,4,5,4,5,5,28,29
96486,96183,Female,Y,55,55 to 64,Business travel,Business,4760,India,Asia,3,3,3,3,4,5,5,5,5,5,5,4,5,4,0,0
96487,102753,Female,Y,57,55 to 64,Personal Travel,Eco Plus,4760,India,Asia,1,5,1,2,1,5,5,3,4,5,4,5,3,5,199,192
96488,30954,Male,N,20,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,3,2,4,4,1,2,3,4,4,2,4,131,164
96489,128083,Male,Y,34,25 to 34,Business travel,Business,4760,India,Asia,1,0,0,3,0,2,2,3,2,3,3,2,1,2,0,0
96490,66007,Male,N,54,45 to 54,Business travel,Business,4760,India,Asia,0,2,2,2,4,2,4,4,4,2,5,5,4,4,0,0
96491,43375,Female,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,2,4,2,1,3,2,3,3,4,3,4,3,4,3,0,0
96492,59596,Male,N,21,18 to 24,Business travel,Eco,4760,India,Asia,3,3,3,4,3,3,3,3,5,2,4,5,4,3,7,0
96493,123001,Female,Y,48,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,2,4,4,4,4,4,4,3,4,5,12,129
96494,107788,Male,Y,33,25 to 34,Personal Travel,Eco,4760,India,Asia,4,4,5,5,3,5,3,3,2,2,4,5,3,3,39,18
96495,46273,Male,Y,52,45 to 54,Personal Travel,Eco,680,France,Europe,4,4,4,4,5,4,3,5,1,3,5,2,5,5,0,0
96496,39711,Male,Y,50,45 to 54,Business travel,Business,4760,India,Asia,0,5,0,2,4,1,1,1,1,1,1,1,1,3,0,0
96497,111690,Male,Y,29,25 to 34,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,3,2,5,3,4,4,17,1
96498,2637,Male,Y,17,Under 18,Personal Travel,Business,4760,India,Asia,2,4,2,5,3,2,3,3,5,2,4,5,5,3,10,0
96499,8628,Male,Y,42,35 to 44,Business travel,Business,2230,Cyprus,Europe,5,5,5,5,4,4,4,5,3,5,5,4,4,4,129,143
96500,112706,Male,N,39,35 to 44,Business travel,Eco,4760,India,Asia,4,4,4,3,1,4,1,1,2,3,4,1,4,1,12,4
96501,17369,Female,Y,21,18 to 24,Personal Travel,Eco Plus,870,Sweden,Europe,2,4,2,3,2,2,2,2,3,3,5,5,4,2,0,0
96502,57514,Male,Y,16,Under 18,Personal Travel,Eco,235,Republic of Ireland,Europe,3,1,3,4,3,3,3,3,4,5,4,1,3,3,0,0
96503,273,Male,Y,53,45 to 54,Business travel,Business,3355,United Kingdom,Europe,2,2,2,2,5,3,3,2,2,2,2,3,2,1,0,0
96504,73550,Male,Y,67,65 or over,Personal Travel,Eco,4760,India,Asia,2,5,2,2,1,2,1,1,2,2,2,3,2,1,0,0
96505,92619,Female,Y,50,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,3,5,4,4,4,4,4,3,4,5,78,84
96506,44862,Male,Y,35,35 to 44,Personal Travel,Eco,4760,India,Asia,2,5,2,2,3,2,3,3,3,2,4,3,4,3,18,27
96507,63537,Male,Y,69,65 or over,Business travel,Business,4760,India,Asia,3,4,4,4,1,4,0,3,3,3,3,3,3,3,10,3
96508,58510,Male,Y,63,55 to 64,Personal Travel,Eco,4760,India,Asia,2,4,2,2,5,2,5,5,4,2,5,4,4,5,10,0
96509,67780,Female,Y,57,55 to 64,Business travel,Eco,4760,India,Asia,1,2,2,2,4,3,4,1,1,1,1,1,1,1,7,10
96510,119040,Female,Y,52,45 to 54,Personal Travel,Eco,4760,India,Asia,1,4,1,1,4,3,5,4,4,1,4,4,4,4,0,0
96511,25360,Female,N,21,18 to 24,Business travel,Eco,4760,India,Asia,4,0,4,1,5,4,5,5,4,3,3,4,2,5,9,0
96512,126148,Female,N,22,18 to 24,Business travel,Business,470,Belgium,Europe,0,5,5,4,4,5,4,4,3,2,5,3,5,4,0,0
96513,15847,Male,Y,49,45 to 54,Personal Travel,Eco,4760,India,Asia,3,2,3,2,3,3,3,3,3,4,2,3,3,3,0,0
96514,115388,Female,Y,36,35 to 44,Business travel,Eco,4760,India,Asia,4,1,1,1,4,4,4,4,1,4,4,4,3,4,363,350
96515,117574,Male,Y,34,25 to 34,Business travel,Business,4760,India,Asia,2,3,3,3,4,3,3,2,2,2,2,1,2,2,0,0
96516,31972,Male,N,33,25 to 34,Business travel,Business,4760,India,Asia,0,2,2,4,4,2,3,4,3,5,3,2,4,4,0,0
96517,76241,Male,Y,31,25 to 34,Business travel,Eco,1400,Kosovo,Europe,2,3,3,3,2,3,2,2,2,4,3,2,4,2,6,13
96518,101596,Male,N,25,25 to 34,Business travel,Eco,4760,India,Asia,1,0,0,3,4,1,4,4,4,3,4,4,5,4,0,0
96519,29811,Female,Y,43,35 to 44,Business travel,Eco,1620,Greece,Europe,5,2,2,2,5,3,4,5,5,5,5,3,5,2,0,0
96520,70436,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,1,1,1,1,2,4,4,4,4,4,5,5,4,5,0,0
96521,106916,Female,Y,42,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,2,4,5,4,4,4,4,5,4,5,26,13
96522,14845,Female,Y,51,45 to 54,Personal Travel,Business,4760,India,Asia,2,5,4,5,2,5,4,5,5,4,5,3,5,5,0,0
96523,124487,Male,Y,26,25 to 34,Business travel,Business,4760,India,Asia,2,2,2,2,4,4,4,4,4,3,4,3,5,4,0,0
96524,80224,Male,Y,59,55 to 64,Personal Travel,Eco,4760,India,Asia,3,4,3,3,1,3,1,1,4,5,5,4,5,1,0,0
96525,59736,Female,Y,15,Under 18,Personal Travel,Eco Plus,4760,India,Asia,2,3,2,3,1,2,1,1,2,5,3,2,4,1,23,16
96526,109377,Female,N,21,18 to 24,Business travel,Eco,4760,India,Asia,1,1,1,4,3,1,3,3,2,4,3,1,4,3,39,23
96527,107957,Male,Y,43,35 to 44,Business travel,Business,2100,Turkey,Europe,3,3,4,3,4,5,4,4,4,4,4,5,4,5,12,0
96528,125978,Female,Y,31,25 to 34,Business travel,Business,2505,Israel,Asia,1,4,4,4,1,1,1,1,1,3,4,4,4,1,5,5
96529,40313,Male,Y,21,18 to 24,Personal Travel,Eco,4760,India,Asia,2,5,2,4,5,2,5,5,3,5,5,5,5,5,0,0
96530,61507,Male,Y,45,45 to 54,Business travel,Eco,4760,India,Asia,4,2,2,2,4,4,4,4,1,2,3,2,2,4,0,8
96531,38974,Female,N,21,18 to 24,Business travel,Business,2520,California,North America,0,0,5,2,1,5,1,1,3,1,2,4,2,1,0,17
96532,15285,Male,Y,57,55 to 64,Personal Travel,Eco,4760,India,Asia,3,3,1,3,5,1,5,5,2,5,4,2,4,5,44,31
96533,17418,Female,Y,54,45 to 54,Business travel,Business,4760,India,Asia,3,3,3,3,5,5,3,5,5,5,5,2,5,1,34,38
96534,102850,Male,Y,30,25 to 34,Personal Travel,Eco,4760,India,Asia,4,4,3,3,5,3,5,5,1,5,4,4,3,5,34,24
96535,39098,Female,Y,41,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,2,1,3,4,4,4,4,2,4,3,7,4
96536,30295,Male,Y,24,18 to 24,Business travel,Business,4760,India,Asia,4,4,4,4,4,4,4,4,2,5,4,3,3,4,0,0
96537,30156,Male,Y,23,18 to 24,Personal Travel,Eco,4760,India,Asia,4,4,5,4,4,5,4,4,5,2,5,5,4,4,0,0
96538,61138,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,2,1,1,1,2,4,3,2,2,2,2,4,2,3,34,22
96539,65735,Female,Y,40,35 to 44,Business travel,Eco,1060,San Marino,Europe,2,1,1,1,2,2,2,2,3,4,2,2,2,2,0,0
96540,105103,Female,N,49,45 to 54,Business travel,Business,4760,India,Asia,0,3,3,2,5,3,4,5,4,4,5,5,4,5,61,91
96541,11727,Male,Y,34,25 to 34,Business travel,Business,430,Jersey,Europe,2,2,2,2,1,4,4,2,2,3,2,2,2,2,91,78
96542,97418,Female,N,20,18 to 24,Business travel,Business,1035,Spain,Europe,0,5,0,1,5,0,5,5,5,4,4,4,4,5,6,0
96543,104706,Male,Y,49,45 to 54,Business travel,Business,4760,India,Asia,1,1,3,1,3,4,5,5,5,5,4,3,5,5,52,31
96544,60841,Female,Y,49,45 to 54,Business travel,Eco,4760,India,Asia,2,5,5,5,1,3,2,2,2,2,2,3,2,2,9,0
96545,40697,Male,Y,37,35 to 44,Business travel,Business,4760,India,Asia,1,1,1,1,3,1,4,4,4,4,4,3,4,2,0,0
96546,10328,Female,N,20,18 to 24,Business travel,Eco,4760,India,Asia,2,2,2,3,5,2,5,5,4,4,4,4,3,5,11,16
96547,108026,Male,Y,47,45 to 54,Business travel,Business,4760,India,Asia,2,2,2,2,3,5,4,5,5,5,5,3,5,4,72,63
96548,120950,Male,Y,44,35 to 44,Business travel,Business,4760,India,Asia,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,0
96549,35016,Female,Y,57,55 to 64,Business travel,Eco,4760,India,Asia,3,1,1,1,2,3,4,3,3,3,3,1,3,4,0,0
96550,91767,Male,Y,38,35 to 44,Business travel,Eco,4760,India,Asia,4,5,4,5,4,4,4,4,1,5,4,4,1,4,5,5
96551,14859,Female,Y,54,45 to 54,Business travel,Eco,4760,India,Asia,5,3,3,3,1,3,1,5,5,5,5,4,5,2,121,127
96552,25696,Female,Y,62,55 to 64,Business travel,Business,4760,India,Asia,2,4,2,2,4,2,3,5,5,5,5,2,5,5,0,0
96553,97142,Male,Y,37,35 to 44,Business travel,Business,4760,India,Asia,2,1,1,1,3,4,3,2,2,2,2,3,2,3,14,12
96554,36602,Male,Y,48,45 to 54,Business travel,Eco,4760,India,Asia,1,4,4,4,1,1,1,1,1,5,3,1,4,1,44,75
96555,59431,Male,Y,36,35 to 44,Personal Travel,Eco Plus,4760,India,Asia,2,5,2,3,2,3,3,3,3,3,4,3,5,3,196,150
